question_id,poll_id,cycle,state,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,sample_size,population,population_full,methodology,office_type,seat_number,seat_name,start_date,end_date,election_date,sponsor_candidate,internal,partisan,tracking,nationwide_batch,ranked_choice_reallocated,created_at,notes,url,stage,answer,candidate_name,candidate_party,pct,diff
103707,59775,2020,,1416,Harris Interactive,985,ScottRasmussen.com,HarrisX,133.0,Harris Interactive,C+,1000,rv,rv,Online,U.S. President,0,,10/1/19,10/2/19,,,False,,,False,False,10/2/19 23:11,,https://scottrasmussen.com/crosstabs-oct-1-2-19-3/,general,Trump,Donald Trump,REP,37.0,-3.363636363636367
103708,59775,2020,,1416,Harris Interactive,985,ScottRasmussen.com,HarrisX,133.0,Harris Interactive,C+,1000,rv,rv,Online,U.S. President,0,,10/1/19,10/2/19,,,False,,,False,False,10/2/19 23:11,,https://scottrasmussen.com/crosstabs-oct-1-2-19-3/,general,Klobuchar,Amy Klobuchar,DEM,30.0,-3.363636363636367
103708,59775,2020,,1416,Harris Interactive,985,ScottRasmussen.com,HarrisX,133.0,Harris Interactive,C+,1000,rv,rv,Online,U.S. President,0,,10/1/19,10/2/19,,,False,,,False,False,10/2/19 23:11,,https://scottrasmussen.com/crosstabs-oct-1-2-19-3/,general,Trump,Donald Trump,REP,38.0,-3.363636363636367
103709,59775,2020,,1416,Harris Interactive,985,ScottRasmussen.com,HarrisX,133.0,Harris Interactive,C+,1000,rv,rv,Online,U.S. President,0,,10/1/19,10/2/19,,,False,,,False,False,10/2/19 23:11,,https://scottrasmussen.com/crosstabs-oct-1-2-19-3/,general,Yang,Andrew Yang,DEM,31.0,-3.363636363636367
103709,59775,2020,,1416,Harris Interactive,985,ScottRasmussen.com,HarrisX,133.0,Harris Interactive,C+,1000,rv,rv,Online,U.S. President,0,,10/1/19,10/2/19,,,False,,,False,False,10/2/19 23:11,,https://scottrasmussen.com/crosstabs-oct-1-2-19-3/,general,Trump,Donald Trump,REP,38.0,-3.363636363636367
103710,59775,2020,,1416,Harris Interactive,985,ScottRasmussen.com,HarrisX,133.0,Harris Interactive,C+,1000,rv,rv,Online,U.S. President,0,,10/1/19,10/2/19,,,False,,,False,False,10/2/19 23:11,,https://scottrasmussen.com/crosstabs-oct-1-2-19-3/,general,Steyer,Tom Steyer,DEM,28.0,-3.363636363636367
103710,59775,2020,,1416,Harris Interactive,985,ScottRasmussen.com,HarrisX,133.0,Harris Interactive,C+,1000,rv,rv,Online,U.S. President,0,,10/1/19,10/2/19,,,False,,,False,False,10/2/19 23:11,,https://scottrasmussen.com/crosstabs-oct-1-2-19-3/,general,Trump,Donald Trump,REP,37.0,-3.363636363636367
103787,59820,2020,Ohio,1102,Emerson College,,,Emerson College,88.0,Emerson College,B+,837,rv,rv,IVR/Online,U.S. President,0,,9/29/19,10/2/19,,,False,,,False,False,10/3/19 12:05,,http://emersonpolling.com/2019/10/03/statistical-dead-heat-with-biden-sanders-and-warren-voters-support-impeachment/,general,Biden,Joseph R. Biden Jr.,DEM,52.6,4.466666666666683
103787,59820,2020,Ohio,1102,Emerson College,,,Emerson College,88.0,Emerson College,B+,837,rv,rv,IVR/Online,U.S. President,0,,9/29/19,10/2/19,,,False,,,False,False,10/3/19 12:05,,http://emersonpolling.com/2019/10/03/statistical-dead-heat-with-biden-sanders-and-warren-voters-support-impeachment/,general,Trump,Donald Trump,REP,47.4,4.466666666666683
103788,59820,2020,Ohio,1102,Emerson College,,,Emerson College,88.0,Emerson College,B+,837,rv,rv,IVR/Online,U.S. President,0,,9/29/19,10/2/19,,,False,,,False,False,10/3/19 12:05,,http://emersonpolling.com/2019/10/03/statistical-dead-heat-with-biden-sanders-and-warren-voters-support-impeachment/,general,Sanders,Bernard Sanders,DEM,53.1,4.466666666666683
103788,59820,2020,Ohio,1102,Emerson College,,,Emerson College,88.0,Emerson College,B+,837,rv,rv,IVR/Online,U.S. President,0,,9/29/19,10/2/19,,,False,,,False,False,10/3/19 12:05,,http://emersonpolling.com/2019/10/03/statistical-dead-heat-with-biden-sanders-and-warren-voters-support-impeachment/,general,Trump,Donald Trump,REP,46.9,4.466666666666683
103789,59820,2020,Ohio,1102,Emerson College,,,Emerson College,88.0,Emerson College,B+,837,rv,rv,IVR/Online,U.S. President,0,,9/29/19,10/2/19,,,False,,,False,False,10/3/19 12:06,,http://emersonpolling.com/2019/10/03/statistical-dead-heat-with-biden-sanders-and-warren-voters-support-impeachment/,general,Warren,Elizabeth Warren,DEM,51.6,4.466666666666683
103789,59820,2020,Ohio,1102,Emerson College,,,Emerson College,88.0,Emerson College,B+,837,rv,rv,IVR/Online,U.S. President,0,,9/29/19,10/2/19,,,False,,,False,False,10/3/19 12:06,,http://emersonpolling.com/2019/10/03/statistical-dead-heat-with-biden-sanders-and-warren-voters-support-impeachment/,general,Trump,Donald Trump,REP,48.4,4.466666666666683
103793,59820,2020,Ohio,1102,Emerson College,,,Emerson College,88.0,Emerson College,B+,837,rv,rv,IVR/Online,U.S. President,0,,9/29/19,10/2/19,,,False,,,False,False,10/3/19 12:20,,http://emersonpolling.com/2019/10/03/statistical-dead-heat-with-biden-sanders-and-warren-voters-support-impeachment/,general,Biden,Joseph R. Biden Jr.,DEM,54.0,4.466666666666683
103793,59820,2020,Ohio,1102,Emerson College,,,Emerson College,88.0,Emerson College,B+,837,rv,rv,IVR/Online,U.S. President,0,,9/29/19,10/2/19,,,False,,,False,False,10/3/19 12:20,,http://emersonpolling.com/2019/10/03/statistical-dead-heat-with-biden-sanders-and-warren-voters-support-impeachment/,general,Pence,Mike Pence,REP,46.0,4.466666666666683
103794,59820,2020,Ohio,1102,Emerson College,,,Emerson College,88.0,Emerson College,B+,837,rv,rv,IVR/Online,U.S. President,0,,9/29/19,10/2/19,,,False,,,False,False,10/3/19 12:20,,http://emersonpolling.com/2019/10/03/statistical-dead-heat-with-biden-sanders-and-warren-voters-support-impeachment/,general,Sanders,Bernard Sanders,DEM,51.3,4.466666666666683
103794,59820,2020,Ohio,1102,Emerson College,,,Emerson College,88.0,Emerson College,B+,837,rv,rv,IVR/Online,U.S. President,0,,9/29/19,10/2/19,,,False,,,False,False,10/3/19 12:20,,http://emersonpolling.com/2019/10/03/statistical-dead-heat-with-biden-sanders-and-warren-voters-support-impeachment/,general,Pence,Mike Pence,REP,48.7,4.466666666666683
103795,59820,2020,Ohio,1102,Emerson College,,,Emerson College,88.0,Emerson College,B+,837,rv,rv,IVR/Online,U.S. President,0,,9/29/19,10/2/19,,,False,,,False,False,10/3/19 12:20,,http://emersonpolling.com/2019/10/03/statistical-dead-heat-with-biden-sanders-and-warren-voters-support-impeachment/,general,Warren,Elizabeth Warren,DEM,50.8,4.466666666666683
103795,59820,2020,Ohio,1102,Emerson College,,,Emerson College,88.0,Emerson College,B+,837,rv,rv,IVR/Online,U.S. President,0,,9/29/19,10/2/19,,,False,,,False,False,10/3/19 12:20,,http://emersonpolling.com/2019/10/03/statistical-dead-heat-with-biden-sanders-and-warren-voters-support-impeachment/,general,Pence,Mike Pence,REP,49.2,4.466666666666683
103475,59747,2020,,744,Ipsos,71,Reuters,Ipsos,154.0,Ipsos,B+,2234,a,a,Online,U.S. President,0,,9/26/19,9/30/19,,,False,,,False,False,9/30/19 18:03,,https://www.ipsos.com/sites/default/files/ct/news/documents/2019-09/topline_reuters_trump_biden_ukraine_poll_w2_09_30_2019-v3.pdf,general,Biden,Joseph R. Biden Jr.,DEM,39.0,5.666666666666671
103475,59747,2020,,744,Ipsos,71,Reuters,Ipsos,154.0,Ipsos,B+,2234,a,a,Online,U.S. President,0,,9/26/19,9/30/19,,,False,,,False,False,9/30/19 18:03,,https://www.ipsos.com/sites/default/files/ct/news/documents/2019-09/topline_reuters_trump_biden_ukraine_poll_w2_09_30_2019-v3.pdf,general,Trump,Donald Trump,REP,34.0,5.666666666666671
103476,59747,2020,,744,Ipsos,71,Reuters,Ipsos,154.0,Ipsos,B+,1917,rv,rv,Online,U.S. President,0,,9/26/19,9/30/19,,,False,,,False,False,9/30/19 18:03,,https://www.ipsos.com/sites/default/files/ct/news/documents/2019-09/topline_reuters_trump_biden_ukraine_poll_w2_09_30_2019-v3.pdf,general,Biden,Joseph R. Biden Jr.,DEM,43.0,5.666666666666671
103476,59747,2020,,744,Ipsos,71,Reuters,Ipsos,154.0,Ipsos,B+,1917,rv,rv,Online,U.S. President,0,,9/26/19,9/30/19,,,False,,,False,False,9/30/19 18:03,,https://www.ipsos.com/sites/default/files/ct/news/documents/2019-09/topline_reuters_trump_biden_ukraine_poll_w2_09_30_2019-v3.pdf,general,Trump,Donald Trump,REP,36.0,5.666666666666671
103477,59747,2020,,744,Ipsos,71,Reuters,Ipsos,154.0,Ipsos,B+,2234,a,a,Online,U.S. President,0,,9/26/19,9/30/19,,,False,,,False,False,9/30/19 18:03,,https://www.ipsos.com/sites/default/files/ct/news/documents/2019-09/topline_reuters_trump_biden_ukraine_poll_w2_09_30_2019-v3.pdf,general,Sanders,Bernard Sanders,DEM,40.0,5.666666666666671
103477,59747,2020,,744,Ipsos,71,Reuters,Ipsos,154.0,Ipsos,B+,2234,a,a,Online,U.S. President,0,,9/26/19,9/30/19,,,False,,,False,False,9/30/19 18:03,,https://www.ipsos.com/sites/default/files/ct/news/documents/2019-09/topline_reuters_trump_biden_ukraine_poll_w2_09_30_2019-v3.pdf,general,Trump,Donald Trump,REP,34.0,5.666666666666671
103478,59747,2020,,744,Ipsos,71,Reuters,Ipsos,154.0,Ipsos,B+,1917,rv,rv,Online,U.S. President,0,,9/26/19,9/30/19,,,False,,,False,False,9/30/19 18:03,,https://www.ipsos.com/sites/default/files/ct/news/documents/2019-09/topline_reuters_trump_biden_ukraine_poll_w2_09_30_2019-v3.pdf,general,Sanders,Bernard Sanders,DEM,43.0,5.666666666666671
103478,59747,2020,,744,Ipsos,71,Reuters,Ipsos,154.0,Ipsos,B+,1917,rv,rv,Online,U.S. President,0,,9/26/19,9/30/19,,,False,,,False,False,9/30/19 18:03,,https://www.ipsos.com/sites/default/files/ct/news/documents/2019-09/topline_reuters_trump_biden_ukraine_poll_w2_09_30_2019-v3.pdf,general,Trump,Donald Trump,REP,36.0,5.666666666666671
103479,59747,2020,,744,Ipsos,71,Reuters,Ipsos,154.0,Ipsos,B+,2234,a,a,Online,U.S. President,0,,9/26/19,9/30/19,,,False,,,False,False,9/30/19 18:03,,https://www.ipsos.com/sites/default/files/ct/news/documents/2019-09/topline_reuters_trump_biden_ukraine_poll_w2_09_30_2019-v3.pdf,general,Warren,Elizabeth Warren,DEM,38.0,5.666666666666671
103479,59747,2020,,744,Ipsos,71,Reuters,Ipsos,154.0,Ipsos,B+,2234,a,a,Online,U.S. President,0,,9/26/19,9/30/19,,,False,,,False,False,9/30/19 18:03,,https://www.ipsos.com/sites/default/files/ct/news/documents/2019-09/topline_reuters_trump_biden_ukraine_poll_w2_09_30_2019-v3.pdf,general,Trump,Donald Trump,REP,34.0,5.666666666666671
103480,59747,2020,,744,Ipsos,71,Reuters,Ipsos,154.0,Ipsos,B+,1917,rv,rv,Online,U.S. President,0,,9/26/19,9/30/19,,,False,,,False,False,9/30/19 18:03,,https://www.ipsos.com/sites/default/files/ct/news/documents/2019-09/topline_reuters_trump_biden_ukraine_poll_w2_09_30_2019-v3.pdf,general,Warren,Elizabeth Warren,DEM,42.0,5.666666666666671
103480,59747,2020,,744,Ipsos,71,Reuters,Ipsos,154.0,Ipsos,B+,1917,rv,rv,Online,U.S. President,0,,9/26/19,9/30/19,,,False,,,False,False,9/30/19 18:03,,https://www.ipsos.com/sites/default/files/ct/news/documents/2019-09/topline_reuters_trump_biden_ukraine_poll_w2_09_30_2019-v3.pdf,general,Trump,Donald Trump,REP,37.0,5.666666666666671
103505,59737,2020,Michigan,1166,Target Insyght,801,MIRS News Service,Target Insyght,330.0,Target Insyght,C,804,lv,lv,Live Phone,U.S. President,0,,9/24/19,9/26/19,,,False,,,False,False,9/30/19 23:07,,https://twitter.com/MIRSnews/status/1178868336211431424,general,Biden,Joseph R. Biden Jr.,DEM,54.0,19.0
103505,59737,2020,Michigan,1166,Target Insyght,801,MIRS News Service,Target Insyght,330.0,Target Insyght,C,804,lv,lv,Live Phone,U.S. President,0,,9/24/19,9/26/19,,,False,,,False,False,9/30/19 23:07,,https://twitter.com/MIRSnews/status/1178868336211431424,general,Trump,Donald Trump,REP,35.0,19.0
103171,59699,2020,,744,Ipsos,71,Reuters,Ipsos,154.0,Ipsos,B+,1005,a,a,Online,U.S. President,0,,9/23/19,9/24/19,,,False,,,False,False,9/24/19 19:17,,https://www.ipsos.com/sites/default/files/ct/news/documents/2019-09/topline_reuters_trump_biden_ukraine_poll_09_24_2019__0.pdf,general,Biden,Joseph R. Biden Jr.,DEM,39.0,1.5714285714285694
103171,59699,2020,,744,Ipsos,71,Reuters,Ipsos,154.0,Ipsos,B+,1005,a,a,Online,U.S. President,0,,9/23/19,9/24/19,,,False,,,False,False,9/24/19 19:17,,https://www.ipsos.com/sites/default/files/ct/news/documents/2019-09/topline_reuters_trump_biden_ukraine_poll_09_24_2019__0.pdf,general,Trump,Donald Trump,REP,34.0,1.5714285714285694
103172,59699,2020,,744,Ipsos,71,Reuters,Ipsos,154.0,Ipsos,B+,876,rv,rv,Online,U.S. President,0,,9/23/19,9/24/19,,,False,,,False,False,9/24/19 19:17,,https://www.ipsos.com/sites/default/files/ct/news/documents/2019-09/topline_reuters_trump_biden_ukraine_poll_09_24_2019__0.pdf,general,Biden,Joseph R. Biden Jr.,DEM,42.0,1.5714285714285694
103172,59699,2020,,744,Ipsos,71,Reuters,Ipsos,154.0,Ipsos,B+,876,rv,rv,Online,U.S. President,0,,9/23/19,9/24/19,,,False,,,False,False,9/24/19 19:17,,https://www.ipsos.com/sites/default/files/ct/news/documents/2019-09/topline_reuters_trump_biden_ukraine_poll_09_24_2019__0.pdf,general,Trump,Donald Trump,REP,36.0,1.5714285714285694
103173,59699,2020,,744,Ipsos,71,Reuters,Ipsos,154.0,Ipsos,B+,1005,a,a,Online,U.S. President,0,,9/23/19,9/24/19,,,False,,,False,False,9/24/19 19:17,,https://www.ipsos.com/sites/default/files/ct/news/documents/2019-09/topline_reuters_trump_biden_ukraine_poll_09_24_2019__0.pdf,general,Sanders,Bernard Sanders,DEM,37.0,1.5714285714285694
103173,59699,2020,,744,Ipsos,71,Reuters,Ipsos,154.0,Ipsos,B+,1005,a,a,Online,U.S. President,0,,9/23/19,9/24/19,,,False,,,False,False,9/24/19 19:17,,https://www.ipsos.com/sites/default/files/ct/news/documents/2019-09/topline_reuters_trump_biden_ukraine_poll_09_24_2019__0.pdf,general,Trump,Donald Trump,REP,36.0,1.5714285714285694
103174,59699,2020,,744,Ipsos,71,Reuters,Ipsos,154.0,Ipsos,B+,876,rv,rv,Online,U.S. President,0,,9/23/19,9/24/19,,,False,,,False,False,9/24/19 19:17,,https://www.ipsos.com/sites/default/files/ct/news/documents/2019-09/topline_reuters_trump_biden_ukraine_poll_09_24_2019__0.pdf,general,Sanders,Bernard Sanders,DEM,38.0,1.5714285714285694
103174,59699,2020,,744,Ipsos,71,Reuters,Ipsos,154.0,Ipsos,B+,876,rv,rv,Online,U.S. President,0,,9/23/19,9/24/19,,,False,,,False,False,9/24/19 19:17,,https://www.ipsos.com/sites/default/files/ct/news/documents/2019-09/topline_reuters_trump_biden_ukraine_poll_09_24_2019__0.pdf,general,Trump,Donald Trump,REP,39.0,1.5714285714285694
103175,59699,2020,,744,Ipsos,71,Reuters,Ipsos,154.0,Ipsos,B+,1005,a,a,Online,U.S. President,0,,9/23/19,9/24/19,,,False,,,False,False,9/24/19 19:17,,https://www.ipsos.com/sites/default/files/ct/news/documents/2019-09/topline_reuters_trump_biden_ukraine_poll_09_24_2019__0.pdf,general,Warren,Elizabeth Warren,DEM,38.0,1.5714285714285694
103175,59699,2020,,744,Ipsos,71,Reuters,Ipsos,154.0,Ipsos,B+,1005,a,a,Online,U.S. President,0,,9/23/19,9/24/19,,,False,,,False,False,9/24/19 19:17,,https://www.ipsos.com/sites/default/files/ct/news/documents/2019-09/topline_reuters_trump_biden_ukraine_poll_09_24_2019__0.pdf,general,Trump,Donald Trump,REP,36.0,1.5714285714285694
103176,59699,2020,,744,Ipsos,71,Reuters,Ipsos,154.0,Ipsos,B+,876,rv,rv,Online,U.S. President,0,,9/23/19,9/24/19,,,False,,,False,False,9/24/19 19:17,,https://www.ipsos.com/sites/default/files/ct/news/documents/2019-09/topline_reuters_trump_biden_ukraine_poll_09_24_2019__0.pdf,general,Warren,Elizabeth Warren,DEM,41.0,1.5714285714285694
103176,59699,2020,,744,Ipsos,71,Reuters,Ipsos,154.0,Ipsos,B+,876,rv,rv,Online,U.S. President,0,,9/23/19,9/24/19,,,False,,,False,False,9/24/19 19:17,,https://www.ipsos.com/sites/default/files/ct/news/documents/2019-09/topline_reuters_trump_biden_ukraine_poll_09_24_2019__0.pdf,general,Trump,Donald Trump,REP,39.0,1.5714285714285694
103280,59710,2020,,399,Rasmussen Reports/Pulse Opinion Research,,,Rasmussen Reports/Pulse Opinion Research,277.0,Rasmussen Reports/Pulse Opinion Research,C+,1000,lv,lv,IVR/Online,U.S. President,0,,9/23/19,9/24/19,,,False,,,False,False,9/25/19 10:26,,http://www.rasmussenreports.com/public_content/politics/elections/election_2020/trump_47_biden_43,general,Biden,Joseph R. Biden Jr.,DEM,43.0,1.5714285714285694
103280,59710,2020,,399,Rasmussen Reports/Pulse Opinion Research,,,Rasmussen Reports/Pulse Opinion Research,277.0,Rasmussen Reports/Pulse Opinion Research,C+,1000,lv,lv,IVR/Online,U.S. President,0,,9/23/19,9/24/19,,,False,,,False,False,9/25/19 10:26,,http://www.rasmussenreports.com/public_content/politics/elections/election_2020/trump_47_biden_43,general,Trump,Donald Trump,REP,47.0,1.5714285714285694
103395,59723,2020,,1447,Civiqs,185,Daily Kos,Civiqs,471.0,Civiqs,,1548,rv,rv,Online,U.S. President,0,,9/21/19,9/24/19,,,False,,,False,False,9/26/19 09:37,,https://civiqs.com/documents/Civiqs_DailyKos_monthly_banner_book_2019_09.pdf,general,Warren,Elizabeth Warren,DEM,48.0,-0.863157894736851
103395,59723,2020,,1447,Civiqs,185,Daily Kos,Civiqs,471.0,Civiqs,,1548,rv,rv,Online,U.S. President,0,,9/21/19,9/24/19,,,False,,,False,False,9/26/19 09:37,,https://civiqs.com/documents/Civiqs_DailyKos_monthly_banner_book_2019_09.pdf,general,Trump,Donald Trump,REP,44.0,-0.863157894736851
103396,59723,2020,,1447,Civiqs,185,Daily Kos,Civiqs,471.0,Civiqs,,1548,rv,rv,Online,U.S. President,0,,9/21/19,9/24/19,,,False,,,False,False,9/26/19 09:37,,https://civiqs.com/documents/Civiqs_DailyKos_monthly_banner_book_2019_09.pdf,general,Biden,Joseph R. Biden Jr.,DEM,47.0,-0.863157894736851
103396,59723,2020,,1447,Civiqs,185,Daily Kos,Civiqs,471.0,Civiqs,,1548,rv,rv,Online,U.S. President,0,,9/21/19,9/24/19,,,False,,,False,False,9/26/19 09:37,,https://civiqs.com/documents/Civiqs_DailyKos_monthly_banner_book_2019_09.pdf,general,Trump,Donald Trump,REP,43.0,-0.863157894736851
103397,59723,2020,,1447,Civiqs,185,Daily Kos,Civiqs,471.0,Civiqs,,1548,rv,rv,Online,U.S. President,0,,9/21/19,9/24/19,,,False,,,False,False,9/26/19 09:37,,https://civiqs.com/documents/Civiqs_DailyKos_monthly_banner_book_2019_09.pdf,general,Sanders,Bernard Sanders,DEM,46.0,-0.863157894736851
103397,59723,2020,,1447,Civiqs,185,Daily Kos,Civiqs,471.0,Civiqs,,1548,rv,rv,Online,U.S. President,0,,9/21/19,9/24/19,,,False,,,False,False,9/26/19 09:37,,https://civiqs.com/documents/Civiqs_DailyKos_monthly_banner_book_2019_09.pdf,general,Trump,Donald Trump,REP,44.0,-0.863157894736851
103398,59723,2020,,1447,Civiqs,185,Daily Kos,Civiqs,471.0,Civiqs,,1548,rv,rv,Online,U.S. President,0,,9/21/19,9/24/19,,,False,,,False,False,9/26/19 09:37,,https://civiqs.com/documents/Civiqs_DailyKos_monthly_banner_book_2019_09.pdf,general,Harris,Kamala D. Harris,DEM,44.0,-0.863157894736851
103398,59723,2020,,1447,Civiqs,185,Daily Kos,Civiqs,471.0,Civiqs,,1548,rv,rv,Online,U.S. President,0,,9/21/19,9/24/19,,,False,,,False,False,9/26/19 09:37,,https://civiqs.com/documents/Civiqs_DailyKos_monthly_banner_book_2019_09.pdf,general,Trump,Donald Trump,REP,44.0,-0.863157894736851
103091,59642,2020,,1102,Emerson College,,,Emerson College,88.0,Emerson College,B+,1019,rv,rv,IVR/Online,U.S. President,0,,9/21/19,9/23/19,,,False,,,False,False,9/24/19 12:05,,http://emersonpolling.com/2019/09/24/warren-surges-biden-slips-and-sanders-steadies-three-way-dead-heat-for-the-nomination/,general,Biden,Joseph R. Biden Jr.,DEM,50.5,-0.863157894736851
103091,59642,2020,,1102,Emerson College,,,Emerson College,88.0,Emerson College,B+,1019,rv,rv,IVR/Online,U.S. President,0,,9/21/19,9/23/19,,,False,,,False,False,9/24/19 12:05,,http://emersonpolling.com/2019/09/24/warren-surges-biden-slips-and-sanders-steadies-three-way-dead-heat-for-the-nomination/,general,Trump,Donald Trump,REP,49.5,-0.863157894736851
103092,59642,2020,,1102,Emerson College,,,Emerson College,88.0,Emerson College,B+,1019,rv,rv,IVR/Online,U.S. President,0,,9/21/19,9/23/19,,,False,,,False,False,9/24/19 12:05,,http://emersonpolling.com/2019/09/24/warren-surges-biden-slips-and-sanders-steadies-three-way-dead-heat-for-the-nomination/,general,Sanders,Bernard Sanders,DEM,49.2,-0.863157894736851
103092,59642,2020,,1102,Emerson College,,,Emerson College,88.0,Emerson College,B+,1019,rv,rv,IVR/Online,U.S. President,0,,9/21/19,9/23/19,,,False,,,False,False,9/24/19 12:05,,http://emersonpolling.com/2019/09/24/warren-surges-biden-slips-and-sanders-steadies-three-way-dead-heat-for-the-nomination/,general,Trump,Donald Trump,REP,50.8,-0.863157894736851
